state,county,state_name,county_name,population,subgroup_type,subgroup,share_debt_coll,share_debt_coll_ub,share_debt_coll_lb,share_debt_coll_quality,transit_cost,transit_trips,transit_cost_quality,transit_trips_quality
1,109,Alabama,Pike County,33338,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,1.910604733,2.503067485,1,1
1,109,Alabama,Pike County,33338,race-ethnicity,Majority Non-White,NA,NA,NA,3,1.402998236,1.183421517,1,1
1,109,Alabama,Pike County,33338,race-ethnicity,"Majority White, Non-Hispanic",0.3013699,0.376057,0.2266828,1,1,12.00936768,1,1
1,111,Alabama,Randolph County,22725,all,All,0.388724,0.4408466,0.3366015,1,3.153197158,3.25044405,1,1
1,111,Alabama,Randolph County,22725,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
1,111,Alabama,Randolph County,22725,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
1,111,Alabama,Randolph County,22725,race-ethnicity,"Majority White, Non-Hispanic",0.388724,0.4408466,0.3366015,1,3.153197158,3.25044405,2,2
1,113,Alabama,Russell County,57781,all,All,0.5163599,0.5476961,0.4850237,1,20.05105988,35.75305586,1,1
1,113,Alabama,Russell County,57781,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,12.33604136,28.48966027,1,1
1,113,Alabama,Russell County,57781,race-ethnicity,Majority Non-White,0.5883978,0.6391643,0.5376313,1,24.79351032,40.99901672,1,1
1,113,Alabama,Russell County,57781,race-ethnicity,"Majority White, Non-Hispanic",0.4831461,0.5567655,0.4095266,1,18.09620991,32.75461613,1,1
1,115,Alabama,St. Clair County,88690,all,All,0.3518931,0.3774062,0.32638,1,22.2166954,19.81556267,1,1
1,115,Alabama,St. Clair County,88690,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
1,115,Alabama,St. Clair County,88690,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
1,115,Alabama,St. Clair County,88690,race-ethnicity,"Majority White, Non-Hispanic",0.3518931,0.3774062,0.32638,1,22.2166954,19.81556267,1,1
1,117,Alabama,Shelby County,215707,all,All,0.2556732,0.2705483,0.2407981,1,27.6473225,25.56191467,1,1
1,117,Alabama,Shelby County,215707,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,42.88976857,33.59317905,1,1
1,117,Alabama,Shelby County,215707,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
1,117,Alabama,Shelby County,215707,race-ethnicity,"Majority White, Non-Hispanic",0.2545066,0.2694318,0.2395813,1,25.34079808,24.346604,1,1
1,119,Alabama,Sumter County,12691,all,All,0.467033,0.5397173,0.3943487,1,0,0,1,1
1,119,Alabama,Sumter County,12691,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
1,119,Alabama,Sumter County,12691,race-ethnicity,Majority Non-White,0.467033,0.5397173,0.3943487,1,0,0,1,1
1,119,Alabama,Sumter County,12691,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,3,NA,NA,NA,NA
1,121,Alabama,Talladega County,79828,all,All,0.5281523,0.5557169,0.5005877,1,4.87959285,9.427259186,1,1
1,121,Alabama,Talladega County,79828,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,5.657114946,4.873656789,1,1
1,121,Alabama,Talladega County,79828,race-ethnicity,Majority Non-White,NA,NA,NA,3,5.767329132,12.6839554,1,1
1,121,Alabama,Talladega County,79828,race-ethnicity,"Majority White, Non-Hispanic",0.4993742,0.5340658,0.4646826,1,3.435660507,11.9137577,1,1
1,123,Alabama,Tallapoosa County,40497,all,All,0.4077381,0.4449209,0.3705553,1,5.729385965,5.101973684,1,1
1,123,Alabama,Tallapoosa County,40497,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,5,8,1,1
1,123,Alabama,Tallapoosa County,40497,race-ethnicity,Majority Non-White,NA,NA,NA,3,7.576413959,3.416365824,1,1
1,123,Alabama,Tallapoosa County,40497,race-ethnicity,"Majority White, Non-Hispanic",0.410084,0.4496384,0.3705297,1,4.587753342,5.586459681,1,1
1,125,Alabama,Tuscaloosa County,208911,all,All,0.4068787,0.4242252,0.3895321,1,28.57604145,36.12329914,1,1
1,125,Alabama,Tuscaloosa County,208911,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,34.16278475,37.56974661,1,1
1,125,Alabama,Tuscaloosa County,208911,race-ethnicity,Majority Non-White,NA,NA,NA,3,30.70501336,34.59798837,1,1
1,125,Alabama,Tuscaloosa County,208911,race-ethnicity,"Majority White, Non-Hispanic",0.3094462,0.3325794,0.2863131,1,24.57354605,36.58203213,1,1
1,127,Alabama,Walker County,63711,all,All,0.4135922,0.4436831,0.3835014,1,23.52081448,21.92518854,1,1
1,127,Alabama,Walker County,63711,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,26.6677116,18.3338558,1,1
1,127,Alabama,Walker County,63711,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
1,127,Alabama,Walker County,63711,race-ethnicity,"Majority White, Non-Hispanic",0.4127617,0.4432462,0.3822772,1,23.18574766,22.30757677,1,1
1,129,Alabama,Washington County,16378,all,All,0.4099617,0.4697452,0.3501782,1,5.367610837,25.90948276,1,1
1,129,Alabama,Washington County,16378,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,5.264326648,27.2012894,1,1
1,129,Alabama,Washington County,16378,race-ethnicity,Majority Non-White,0.4920635,0.6165079,0.367619,1,NA,NA,NA,NA
1,129,Alabama,Washington County,16378,race-ethnicity,"Majority White, Non-Hispanic",0.3894737,0.4589947,0.3199526,1,6,18,1,1
1,131,Alabama,Wilcox County,10627,all,All,0.502463,0.5714148,0.4335113,1,0,3.65899191,1,1
1,131,Alabama,Wilcox County,10627,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
1,131,Alabama,Wilcox County,10627,race-ethnicity,Majority Non-White,0.5,0.5709103,0.4290897,1,0,3.65899191,2,2
1,131,Alabama,Wilcox County,10627,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,3,NA,NA,NA,NA
1,133,Alabama,Winston County,23660,all,All,0.4196185,0.4701777,0.3690594,1,1.225020644,6.495871181,1,1
1,133,Alabama,Winston County,23660,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
1,133,Alabama,Winston County,23660,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
1,133,Alabama,Winston County,23660,race-ethnicity,"Majority White, Non-Hispanic",0.4196185,0.4701777,0.3690594,1,1.225020644,6.495871181,2,2
2,13,Alaska,Aleutians East Borough,3515,all,All,NA,NA,NA,3,60,23,1,1
2,13,Alaska,Aleutians East Borough,3515,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2,13,Alaska,Aleutians East Borough,3515,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
2,13,Alaska,Aleutians East Borough,3515,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,3,NA,NA,NA,NA
2,16,Alaska,Aleutians West Census Area,5723,all,All,NA,NA,NA,3,85.24365482,74.80203046,1,1
2,16,Alaska,Aleutians West Census Area,5723,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,82,73,2,2
2,16,Alaska,Aleutians West Census Area,5723,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
2,16,Alaska,Aleutians West Census Area,5723,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,3,NA,NA,NA,NA
2,20,Alaska,Anchorage Municipality,291538,all,All,0.3067729,0.3202215,0.2933243,1,88.06676363,76.15262269,1,1
2,20,Alaska,Anchorage Municipality,291538,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,90.77116635,80.64634799,3,3
2,20,Alaska,Anchorage Municipality,291538,race-ethnicity,Majority Non-White,NA,NA,NA,3,86,76,3,3
2,20,Alaska,Anchorage Municipality,291538,race-ethnicity,"Majority White, Non-Hispanic",0.1985294,0.2178885,0.1791703,1,83.09671099,67.95269419,3,3
2,50,Alaska,Bethel Census Area,18216,all,All,0.4581006,0.5312963,0.3849048,1,27.73784817,6.386673949,1,1
2,50,Alaska,Bethel Census Area,18216,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2,50,Alaska,Bethel Census Area,18216,race-ethnicity,Majority Non-White,0.4581006,0.5312963,0.3849048,1,NA,NA,NA,NA
2,50,Alaska,Bethel Census Area,18216,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,3,NA,NA,NA,NA
2,60,Alaska,Bristol Bay Borough,877,all,All,NA,NA,NA,3,87,51,1,1
2,60,Alaska,Bristol Bay Borough,877,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2,60,Alaska,Bristol Bay Borough,877,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
2,60,Alaska,Bristol Bay Borough,877,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,3,NA,NA,NA,NA
2,68,Alaska,Denali Borough,2059,all,All,NA,NA,NA,3,85,62,1,1
2,68,Alaska,Denali Borough,2059,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2,68,Alaska,Denali Borough,2059,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
2,68,Alaska,Denali Borough,2059,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,3,85,62,1,1
2,70,Alaska,Dillingham Census Area,5000,all,All,0.2941177,0.420416,0.1678193,1,35.03097345,15.87610619,1,1
2,70,Alaska,Dillingham Census Area,5000,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2,70,Alaska,Dillingham Census Area,5000,race-ethnicity,Majority Non-White,0.2941177,0.420416,0.1678193,1,NA,NA,NA,NA
2,70,Alaska,Dillingham Census Area,5000,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,3,NA,NA,NA,NA
2,90,Alaska,Fairbanks North Star Borough,98971,all,All,0.2857143,0.3091537,0.2622749,1,77.27833929,54.54392785,1,1
2,90,Alaska,Fairbanks North Star Borough,98971,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,82.34849823,64.30962898,3,3
2,90,Alaska,Fairbanks North Star Borough,98971,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
2,90,Alaska,Fairbanks North Star Borough,98971,race-ethnicity,"Majority White, Non-Hispanic",0.2557023,0.2853462,0.2260584,1,73.59040495,47.90946608,3,3
2,100,Alaska,Haines Borough,2474,all,All,NA,NA,NA,3,25,0,1,1
2,100,Alaska,Haines Borough,2474,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2,100,Alaska,Haines Borough,2474,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
2,100,Alaska,Haines Borough,2474,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,3,25,0,3,3
2,105,Alaska,Hoonah-Angoon Census Area,2151,all,All,NA,NA,NA,NA,30.75732218,20.10041841,1,1
2,105,Alaska,Hoonah-Angoon Census Area,2151,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2,105,Alaska,Hoonah-Angoon Census Area,2151,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA
2,105,Alaska,Hoonah-Angoon Census Area,2151,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA
2,110,Alaska,Juneau City and Borough,32113,all,All,0.2282398,0.2644531,0.1920265,1,86.05453644,81.2830937,1,1
2,110,Alaska,Juneau City and Borough,32113,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,86.31084071,84.50442478,3,3
2,110,Alaska,Juneau City and Borough,32113,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
2,110,Alaska,Juneau City and Borough,32113,race-ethnicity,"Majority White, Non-Hispanic",0.2248804,0.264953,0.1848077,1,85.84636119,78.66666667,3,3
2,122,Alaska,Kenai Peninsula Borough,58533,all,All,0.2643948,0.2940428,0.2347468,1,54.613523,35.0319601,1,1
2,122,Alaska,Kenai Peninsula Borough,58533,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2,122,Alaska,Kenai Peninsula Borough,58533,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
2,122,Alaska,Kenai Peninsula Borough,58533,race-ethnicity,"Majority White, Non-Hispanic",0.2638554,0.2938569,0.2338539,1,54.13200307,34.28357636,3,3
2,130,Alaska,Ketchikan Gateway Borough,13918,all,All,0.2988048,0.3555461,0.2420635,1,60.95210084,27.76638655,1,1
2,130,Alaska,Ketchikan Gateway Borough,13918,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,63.02241715,32.20467836,3,3
2,130,Alaska,Ketchikan Gateway Borough,13918,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
2,130,Alaska,Ketchikan Gateway Borough,13918,race-ethnicity,"Majority White, Non-Hispanic",0.3127753,0.3732213,0.2523293,1,48,0,3,3
2,150,Alaska,Kodiak Island Borough,13345,all,All,0.1780822,0.2288692,0.1272952,1,69.46943231,59.61244541,1,1
2,150,Alaska,Kodiak Island Borough,13345,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,71.0419426,55.0419426,3,3
2,150,Alaska,Kodiak Island Borough,13345,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
2,150,Alaska,Kodiak Island Borough,13345,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,3,77,77,3,3
2,158,Alaska,Kusilvak Census Area,8303,all,All,0.5068493,0.6223326,0.391366,1,3,0,1,1
2,158,Alaska,Kusilvak Census Area,8303,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2,158,Alaska,Kusilvak Census Area,8303,race-ethnicity,Majority Non-White,0.5068493,0.6223326,0.391366,1,NA,NA,NA,NA
2,158,Alaska,Kusilvak Census Area,8303,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,3,NA,NA,NA,NA
2,164,Alaska,Lake and Peninsula Borough,1587,all,All,NA,NA,NA,3,21,18,1,1
2,164,Alaska,Lake and Peninsula Borough,1587,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2,164,Alaska,Lake and Peninsula Borough,1587,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
2,164,Alaska,Lake and Peninsula Borough,1587,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,3,NA,NA,NA,NA
2,170,Alaska,Matanuska-Susitna Borough,107610,all,All,0.2716928,0.294953,0.2484325,1,74.20163671,35.32385296,1,1
2,170,Alaska,Matanuska-Susitna Borough,107610,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2,170,Alaska,Matanuska-Susitna Borough,107610,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
2,170,Alaska,Matanuska-Susitna Borough,107610,race-ethnicity,"Majority White, Non-Hispanic",0.2706693,0.2980034,0.2433352,1,74.20163671,35.32385296,3,3
2,180,Alaska,Nome Census Area,10008,all,All,0.3103448,0.4081237,0.2125659,1,24,8.746294682,1,1
2,180,Alaska,Nome Census Area,10008,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2,180,Alaska,Nome Census Area,10008,race-ethnicity,Majority Non-White,0.3103448,0.4081237,0.2125659,1,NA,NA,NA,NA
2,180,Alaska,Nome Census Area,10008,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,3,NA,NA,NA,NA
2,185,Alaska,North Slope Borough,9872,all,All,0.4,0.4941553,0.3058447,1,69.9921875,36.296875,3,3
2,185,Alaska,North Slope Borough,9872,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2,185,Alaska,North Slope Borough,9872,race-ethnicity,Majority Non-White,0.3942308,0.4886078,0.2998537,1,NA,NA,NA,NA
2,185,Alaska,North Slope Borough,9872,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,3,NA,NA,NA,NA
2,188,Alaska,Northwest Arctic Borough,7671,all,All,0.4358974,0.5466571,0.3251377,1,43.07383628,34.16211878,1,1
2,188,Alaska,Northwest Arctic Borough,7671,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2,188,Alaska,Northwest Arctic Borough,7671,race-ethnicity,Majority Non-White,0.4358974,0.5466571,0.3251377,1,NA,NA,NA,NA
2,188,Alaska,Northwest Arctic Borough,7671,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,3,NA,NA,NA,NA
2,195,Alaska,Petersburg Borough,3221,all,All,NA,NA,NA,3,50,34,1,1
2,195,Alaska,Petersburg Borough,3221,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2,195,Alaska,Petersburg Borough,3221,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
2,195,Alaska,Petersburg Borough,3221,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,3,50,34,3,3
2,198,Alaska,Prince of Wales-Hyder Census Area,6422,all,All,0.2987013,0.4016022,0.1958003,1,27.69405099,46.17847025,1,1
2,198,Alaska,Prince of Wales-Hyder Census Area,6422,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,27,0,3,3
2,198,Alaska,Prince of Wales-Hyder Census Area,6422,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
2,198,Alaska,Prince of Wales-Hyder Census Area,6422,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,3,32,77,3,3
2,220,Alaska,Sitka City and Borough,8647,all,All,0.1884058,0.2538863,0.1229252,1,68.6510989,59.26098901,1,1
2,220,Alaska,Sitka City and Borough,8647,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,68.6510989,59.26098901,3,3
2,220,Alaska,Sitka City and Borough,8647,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
2,220,Alaska,Sitka City and Borough,8647,race-ethnicity,"Majority White, Non-Hispanic",0.1884058,0.2538863,0.1229252,1,NA,NA,NA,NA
2,230,Alaska,Skagway Municipality,1148,all,All,NA,NA,NA,NA,61,31,1,1
2,230,Alaska,Skagway Municipality,1148,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2,230,Alaska,Skagway Municipality,1148,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA
2,230,Alaska,Skagway Municipality,1148,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,61,31,3,3
2,240,Alaska,Southeast Fairbanks Census Area,6918,all,All,0.2090909,0.2854347,0.1327471,1,51.24710425,30.85135135,1,1
2,240,Alaska,Southeast Fairbanks Census Area,6918,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,55,21,3,3
2,240,Alaska,Southeast Fairbanks Census Area,6918,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
2,240,Alaska,Southeast Fairbanks Census Area,6918,race-ethnicity,"Majority White, Non-Hispanic",0.1805556,0.2700286,0.0910825,1,47,42,3,3
2,261,Alaska,Valdez-Cordova Census Area,9164,all,All,0.239726,0.3092148,0.1702372,1,80.52096569,54.09911055,1,1
2,261,Alaska,Valdez-Cordova Census Area,9164,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,80,50,3,3
2,261,Alaska,Valdez-Cordova Census Area,9164,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
2,261,Alaska,Valdez-Cordova Census Area,9164,race-ethnicity,"Majority White, Non-Hispanic",0.25,0.3352981,0.164702,1,81,61,3,3
2,275,Alaska,Wrangell City and Borough,2503,all,All,NA,NA,NA,NA,31,26,1,1
2,275,Alaska,Wrangell City and Borough,2503,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,31,26,3,3
2,275,Alaska,Wrangell City and Borough,2503,race-ethnicity,Majority Non-White,NA,NA,NA,NA,NA,NA,NA,NA
2,275,Alaska,Wrangell City and Borough,2503,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA
2,282,Alaska,Yakutat City and Borough,604,all,All,NA,NA,NA,3,71,30,1,1
2,282,Alaska,Yakutat City and Borough,604,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,71,30,3,3
2,282,Alaska,Yakutat City and Borough,604,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
2,282,Alaska,Yakutat City and Borough,604,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,3,NA,NA,NA,NA
2,290,Alaska,Yukon-Koyukuk Census Area,5327,all,All,0.3230769,0.4376516,0.2085022,1,8.434782609,0,1,1
2,290,Alaska,Yukon-Koyukuk Census Area,5327,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
2,290,Alaska,Yukon-Koyukuk Census Area,5327,race-ethnicity,Majority Non-White,0.372549,0.5065638,0.2385342,1,NA,NA,NA,NA
2,290,Alaska,Yukon-Koyukuk Census Area,5327,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,3,NA,NA,NA,NA
4,1,Arizona,Apache County,71818,all,All,0.5702037,0.6019866,0.5384207,1,1.39261206,32.28617316,1,1
4,1,Arizona,Apache County,71818,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,1,6.671840355,3,3
4,1,Arizona,Apache County,71818,race-ethnicity,Majority Non-White,0.6232294,0.6589999,0.587459,1,NA,NA,NA,NA
4,1,Arizona,Apache County,71818,race-ethnicity,"Majority White, Non-Hispanic",0.408377,0.4782698,0.3384842,1,1,3.963898917,3,3
4,3,Arizona,Cochise County,126770,all,All,0.3102795,0.3300186,0.2905404,1,18.262514,25.72576893,1,1
4,3,Arizona,Cochise County,126770,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,18.78864108,22.73158714,1,1
4,3,Arizona,Cochise County,126770,race-ethnicity,Majority Non-White,0.3539823,0.4049636,0.303001,1,19.41603631,27.19919314,1,1
4,3,Arizona,Cochise County,126770,race-ethnicity,"Majority White, Non-Hispanic",0.2616452,0.2887793,0.2345111,1,17.51421637,27.22087379,1,1
4,5,Arizona,Coconino County,142854,all,All,0.3351272,0.3555962,0.3146582,1,37.20667857,49.91142347,1,1
4,5,Arizona,Coconino County,142854,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,47.23134328,64.07109191,3,3
4,5,Arizona,Coconino County,142854,race-ethnicity,Majority Non-White,0.5345912,0.5794018,0.4897806,1,NA,NA,NA,NA
4,5,Arizona,Coconino County,142854,race-ethnicity,"Majority White, Non-Hispanic",0.2697925,0.2939205,0.2456644,1,32.63643109,36.15711371,3,3
4,7,Arizona,Gila County,53889,all,All,0.3320707,0.3648914,0.29925,1,7.808675113,13.44105647,1,1
4,7,Arizona,Gila County,53889,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,8,0,2,2
4,7,Arizona,Gila County,53889,race-ethnicity,Majority Non-White,NA,NA,NA,3,5,0,2,2
4,7,Arizona,Gila County,53889,race-ethnicity,"Majority White, Non-Hispanic",0.2431866,0.281727,0.2046461,1,7.992895204,13.06483126,2,2
4,9,Arizona,Graham County,38072,all,All,0.4199584,0.4641122,0.3758046,1,19.65263158,26.54947368,1,1
4,9,Arizona,Graham County,38072,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,16.49667774,31.09302326,3,3
4,9,Arizona,Graham County,38072,race-ethnicity,Majority Non-White,0.6630435,0.7601601,0.5659269,1,NA,NA,NA,NA
4,9,Arizona,Graham County,38072,race-ethnicity,"Majority White, Non-Hispanic",0.3356164,0.4124769,0.258756,1,22.64244851,20.56521739,3,3
4,11,Arizona,Greenlee County,9483,all,All,0.5322581,0.6204376,0.4440786,1,28.20598007,52.41196013,1,1
4,11,Arizona,Greenlee County,9483,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,30,46,1,1
4,11,Arizona,Greenlee County,9483,race-ethnicity,Majority Non-White,NA,NA,NA,3,12,31,1,1
4,11,Arizona,Greenlee County,9483,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,3,30,60,1,1
4,12,Arizona,La Paz County,21098,all,All,0.365942,0.4228745,0.3090095,1,9.735459662,26.73827392,1,1
4,12,Arizona,La Paz County,21098,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,9,47,3,3
4,12,Arizona,La Paz County,21098,race-ethnicity,Majority Non-White,0.3902439,0.4651312,0.3153566,1,NA,NA,NA,NA
4,12,Arizona,La Paz County,21098,race-ethnicity,"Majority White, Non-Hispanic",0.32,0.4118899,0.2281101,1,10.45606061,20.57651515,3,3
4,13,Arizona,Maricopa County,4410824,all,All,0.3380988,0.3417071,0.3344904,1,62.06207426,69.90610591,1,1
4,13,Arizona,Maricopa County,4410824,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,67.56535147,74.25313146,1,1
